,Timestamp,Device_Type,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Flags,Payload,Activity,Label
1461,2024-11-09 06:51:44,smart thermostat,192.168.55.138,240.156.202.56,46882,34413,TCP,74,FIN,51,sending data,1
1462,2024-11-16 04:00:04,smart speaker,172.17.115.53,172.31.97.76,48578,52250,UDP,282,,165,sending data,0
1463,2024-11-28 22:15:37,smart led light,222.45.32.211,172.19.197.27,55317,31296,TCP,481,SYN,284,receiving data,0
1464,2024-11-12 17:49:47,smart alarm system,172.16.214.227,43.16.201.176,5244,12364,UDP,1218,,476,idle,1
1465,2024-11-26 01:21:53,smart plug,68.219.24.240,39.71.58.242,44903,24890,UDP,422,,377,receiving data,1
1466,2024-11-22 11:39:57,smart alarm system,64.38.90.63,63.160.29.206,22429,8080,HTTP,919,,143,sending data,0
1467,2024-11-27 00:28:01,smart camera,192.168.164.152,130.232.17.125,53342,54354,TCP,1241,SYN,74,receiving data,0
1468,2024-12-04 10:34:14,smart TV,192.168.155.236,17.22.153.215,18877,80,HTTP,1427,,1281,sending data,0
1469,2024-11-28 07:04:31,smart camera,192.168.80.23,172.18.14.128,17143,26339,UDP,468,,467,receiving data,0
1470,2024-12-02 16:14:14,smart TV,172.18.157.77,192.168.106.21,41390,2886,UDP,506,,309,idle,0
1471,2024-11-14 08:36:05,smart doorbell,11.39.249.2,206.215.110.104,3304,22859,TCP,1430,SYN,112,idle,0
1472,2024-11-24 03:09:25,smart thermostat,74.70.98.180,161.50.72.177,9777,49867,TCP,995,FIN,397,receiving data,0
1473,2024-11-16 12:09:10,smart thermostat,172.19.189.17,178.7.14.105,42189,443,HTTP,576,,17,sending data,1
1474,2024-11-14 10:18:35,smart camera,14.76.137.88,172.17.42.191,43838,443,HTTP,907,,875,receiving data,0
1475,2024-11-14 06:12:03,smart alarm system,121.162.80.233,184.17.103.221,48829,24893,UDP,1387,,71,idle,1
1476,2024-11-28 16:23:40,smart led light,172.17.172.211,228.95.105.76,48099,12250,TCP,1351,RST,1178,idle,1
1477,2024-11-24 04:09:16,smart TV,224.84.11.0,236.115.160.52,25375,40913,UDP,208,,162,sending data,0
1478,2024-11-27 03:35:27,smart TV,20.29.29.104,172.31.206.62,48567,8080,HTTP,1205,,340,idle,1
1479,2024-11-26 04:47:46,smart fridge,172.19.191.163,172.20.110.188,28866,36856,UDP,643,,230,receiving data,0
1480,2024-11-16 18:23:42,smart fridge,50.3.103.96,172.31.46.171,5911,25050,UDP,340,,57,sending data,0
1481,2024-11-11 08:24:52,smart thermostat,172.18.205.227,172.18.62.20,52491,52887,UDP,587,,41,receiving data,0
1482,2024-11-22 10:16:09,smart led light,172.16.5.167,169.74.51.242,61687,50927,TCP,267,"SYN,ACK",10,receiving data,1
1483,2024-11-15 23:58:00,smart TV,10.40.182,15.222.103.180,63779,44075,UDP,233,,198,receiving data,1
1484,2024-11-18 19:17:56,smart thermostat,172.16.117.178,172.19.187.213,37942,8080,HTTP,724,,499,idle,0
1485,2024-11-11 15:53:55,smart TV,224.132.91.129,49.9.142.144,16364,56658,TCP,275,"SYN,ACK",107,receiving data,1
1486,2024-11-06 04:25:27,smart plug,172.31.20.120,172.19.201.72,18577,80,HTTP,397,,244,receiving data,0
1487,2024-11-07 05:41:15,smart camera,172.18.78.75,33.150.194.158,40186,65068,UDP,246,,184,idle,0
1488,2024-11-14 19:53:15,smart TV,172.17.180.6,248.233.202.214,48564,8080,HTTP,376,,229,sending data,0
1489,2024-11-09 01:38:43,smart speaker,15.0.42.18,172.16.8.168,60145,33826,TCP,110,RST,27,sending data,0
1490,2024-11-15 09:34:47,smart doorbell,8.71.53.211,172.19.16.104,15400,38316,TCP,548,"SYN,ACK",470,idle,0
1491,2024-11-22 06:41:44,smart alarm system,192.168.201.228,172.18.13.9,51036,35835,TCP,747,ACK,660,idle,0
1492,2024-11-11 23:32:44,smart led light,211.85.250.196,172.20.219.20,59184,29747,UDP,876,,745,receiving data,1
1493,2024-11-08 00:18:57,smart TV,192.168.41.124,131.57.27.52,32166,443,HTTP,371,,7,idle,0
1494,2024-11-28 03:08:23,smart doorbell,66.192.203.114,172.19.243.207,42721,25331,UDP,165,,8,idle,0
1495,2024-11-19 05:18:33,smart camera,210.71.22.104,246.38.203.96,33457,6649,UDP,720,,307,sending data,0
1496,2024-11-23 15:14:05,smart led light,172.20.203.66,66.202.63.35,13707,13946,TCP,418,SYN,136,receiving data,0
1497,2024-11-09 07:16:22,smart alarm system,172.18.178.161,172.19.204.204,48937,34225,TCP,555,SYN,464,receiving data,0
1498,2024-11-29 17:07:12,smart doorbell,232.45.102.122,136.70.209.165,39638,49489,UDP,1034,,832,idle,1
1499,2024-11-10 04:33:22,smart speaker,192.168.232.88,172.31.146.13,57216,37389,TCP,73,"SYN,ACK",56,idle,0
1500,2024-11-30 22:08:30,smart doorbell,172.20.173.216,172.16.187.20,13280,11826,UDP,907,,826,idle,1
1501,2024-11-17 17:35:58,smart alarm system,172.20.85.231,172.16.51.119,50422,44387,UDP,779,,472,idle,1
1502,2024-11-15 19:40:10,smart speaker,162.185.24.184,172.16.110.163,52746,32680,TCP,1354,RST,64,sending data,1
1503,2024-12-02 01:42:04,smart plug,19.110.86.12,172.19.87.93,44754,60702,UDP,1340,,441,idle,0
1504,2024-11-15 13:35:11,smart fridge,166.184.118.235,172.19.50.198,10993,22953,TCP,582,FIN,577,idle,0
1505,2024-11-26 03:10:13,smart thermostat,172.20.169.170,172.18.47.140,49757,31101,UDP,1116,,488,receiving data,1
1506,2024-11-25 04:11:02,smart thermostat,10.66.166,153.49.6.242,47664,13884,TCP,972,"SYN,ACK",539,receiving data,0
1507,2024-11-06 13:51:33,smart speaker,172.19.59.127,172.20.194.173,60970,60289,TCP,507,RST,240,receiving data,1
1508,2024-12-02 23:47:50,smart plug,23.180.52.73,192.168.133.212,45255,17567,TCP,1294,SYN,1113,idle,0
1509,2024-11-17 20:09:00,smart led light,172.20.185.41,192.168.197.204,50363,34447,UDP,1203,,813,receiving data,0
1510,2024-11-10 18:35:03,smart speaker,48.69.14.92,172.20.238.246,32440,13780,UDP,1249,,679,idle,1
1511,2024-11-24 12:23:00,smart doorbell,54.200.72.168,172.16.49.230,12175,443,HTTP,1013,,199,sending data,1
1512,2024-11-29 05:52:58,smart camera,22.68.91.8,172.19.47.203,54007,41157,TCP,130,"SYN,ACK",2,receiving data,0
1513,2024-11-15 04:49:27,smart alarm system,172.18.214.41,57.8.181.253,59702,8080,HTTP,85,,51,sending data,0
1514,2024-11-16 07:55:41,smart alarm system,192.168.234.104,66.211.205.250,40429,22189,UDP,1240,,702,idle,1
1515,2024-11-26 23:38:23,smart fridge,240.171.104.0,192.168.199.179,25387,32156,TCP,968,RST,237,receiving data,1
1516,2024-11-16 21:12:28,smart camera,22.210.89.37,111.179.122.88,27194,9429,TCP,747,SYN,655,receiving data,1
1517,2024-11-15 15:23:24,smart speaker,10.144.139,119.60.47.35,56483,80,HTTP,400,,345,idle,0
1518,2024-11-25 10:47:25,smart doorbell,64.56.51.72,172.18.147.215,37406,15494,TCP,744,ACK,65,sending data,0
1519,2024-12-03 08:14:01,smart led light,95.162.222.143,172.19.149.161,36060,14106,TCP,1499,FIN,1156,idle,0
1520,2024-11-14 05:20:40,smart thermostat,10.144.220,237.189.124.75,29536,34394,TCP,1186,"SYN,ACK",368,sending data,1
1521,2024-12-05 05:59:00,smart speaker,172.19.116.96,172.19.146.239,41480,19499,UDP,76,,31,receiving data,0
1522,2024-11-13 08:52:03,smart fridge,172.19.168.20,22.208.198.118,5564,8080,HTTP,1206,,78,idle,1
1523,2024-11-21 00:41:57,smart led light,172.16.170.166,209.45.222.75,54468,46124,TCP,782,"SYN,ACK",585,receiving data,0
1524,2024-11-30 01:59:46,smart fridge,114.34.15.113,219.209.248.186,9106,18807,TCP,647,RST,344,receiving data,1
1525,2024-11-06 02:51:00,smart plug,10.226.225,172.20.109.139,26571,443,HTTP,233,,43,receiving data,0
1526,2024-12-04 07:23:50,smart TV,250.59.93.68,172.16.66.183,14206,8080,HTTP,545,,227,sending data,1
1527,2024-11-16 12:57:31,smart doorbell,90.196.79.138,180.123.237.187,53139,24000,TCP,355,"SYN,ACK",111,idle,1
1528,2024-11-12 00:44:07,smart alarm system,172.17.10.215,172.20.226.222,1495,443,HTTP,828,,57,receiving data,1
1529,2024-11-30 16:20:04,smart doorbell,193.131.236.79,62.70.219.192,54135,80,HTTP,1244,,166,idle,1
1530,2024-11-11 07:56:17,smart plug,172.31.188.85,172.16.61.119,14017,15972,TCP,494,FIN,348,idle,0
1531,2024-11-12 20:30:56,smart led light,150.22.78.208,172.20.60.123,10774,6057,UDP,627,,88,sending data,1
1532,2024-12-03 23:39:34,smart alarm system,10.44.37,172.16.191.161,41884,26097,TCP,1180,FIN,914,sending data,0
1533,2024-11-06 19:09:30,smart camera,158.232.94.236,172.16.252.57,59328,443,HTTP,798,,25,receiving data,0
1534,2024-11-23 21:11:00,smart fridge,172.19.180.170,172.16.48.75,8020,22351,UDP,805,,601,receiving data,0
1535,2024-11-27 14:59:02,smart speaker,117.219.183.130,192.168.44.151,44505,443,HTTP,434,,315,receiving data,0
1536,2024-11-29 10:46:39,smart plug,172.18.166.117,137.47.223.102,9480,33329,TCP,633,SYN,153,receiving data,1
1537,2024-11-25 09:47:02,smart led light,181.85.138.195,172.31.56.113,9889,443,HTTP,1451,,1197,sending data,0
1538,2024-11-18 03:01:20,smart speaker,172.20.127.98,172.18.233.186,34237,443,HTTP,234,,127,idle,0
1539,2024-11-14 20:48:12,smart alarm system,65.167.191.77,76.63.3.191,40485,38301,UDP,1283,,125,receiving data,0
1540,2024-11-24 23:27:40,smart camera,172.17.193.19,89.7.97.44,65224,8080,HTTP,1275,,792,idle,0
1541,2024-11-27 16:42:01,smart led light,172.17.120.184,95.96.229.30,30820,443,HTTP,1230,,679,idle,0
1542,2024-11-20 16:53:10,smart thermostat,172.20.100.247,192.168.28.54,17759,42250,TCP,511,ACK,130,receiving data,1
1543,2024-11-28 23:45:38,smart thermostat,163.70.11.135,192.168.93.19,14063,10859,UDP,1419,,332,receiving data,1
1544,2024-11-24 15:31:55,smart led light,69.9.252.76,236.203.20.205,57078,50637,UDP,1346,,326,idle,0
1545,2024-11-05 07:00:04,smart camera,48.83.150.185,172.16.198.119,58509,36832,TCP,466,RST,1,idle,0
1546,2024-12-05 09:20:23,smart alarm system,172.20.197.12,172.19.181.136,14952,40946,TCP,1378,RST,976,idle,1
1547,2024-11-18 02:04:45,smart plug,166.163.117.232,172.17.66.70,59908,61432,TCP,664,ACK,156,idle,0
1548,2024-11-14 22:09:35,smart thermostat,172.31.210.233,172.20.145.70,6084,18113,TCP,644,SYN,52,receiving data,1
1549,2024-11-20 02:59:42,smart thermostat,89.252.45.73,172.17.93.229,12869,32969,TCP,511,RST,505,receiving data,1
1550,2024-11-21 11:38:02,smart doorbell,172.19.57.153,10.122.151,41992,63954,TCP,288,SYN,140,idle,1
1551,2024-11-07 11:45:50,smart doorbell,172.20.128.69,95.165.131.109,61465,8080,HTTP,105,,77,receiving data,1
1552,2024-11-14 13:02:04,smart thermostat,172.18.178.85,10.169.97,40997,80,HTTP,1191,,498,idle,0
1553,2024-11-06 21:03:02,smart doorbell,216.47.169.182,15.41.236.128,46794,41960,TCP,1090,"SYN,ACK",451,receiving data,0
1554,2024-11-08 15:19:28,smart alarm system,197.56.24.67,172.16.45.48,39334,37570,TCP,311,FIN,93,idle,0
1555,2024-11-20 06:46:42,smart thermostat,72.247.250.180,172.16.200.130,18962,65089,UDP,1318,,279,receiving data,1
1556,2024-11-25 00:14:29,smart alarm system,172.16.16.166,118.85.215.171,40773,62388,TCP,1288,FIN,274,sending data,0
1557,2024-11-29 06:23:47,smart alarm system,248.82.95.20,175.231.52.228,17066,44358,TCP,935,FIN,569,receiving data,0
1558,2024-11-18 02:17:01,smart TV,172.31.2.26,172.19.30.52,3702,8080,HTTP,1185,,1084,sending data,0
1559,2024-11-12 00:41:28,smart TV,52.54.123.131,192.168.252.49,25630,443,HTTP,1065,,935,idle,1
1560,2024-11-29 03:48:39,smart thermostat,172.31.240.113,86.124.62.224,13174,443,HTTP,1057,,840,sending data,1
1561,2024-11-12 06:22:55,smart camera,172.20.254.159,112.97.169.149,12075,80,HTTP,782,,532,idle,0
1562,2024-11-27 05:08:47,smart TV,45.22.208.44,172.16.191.77,51689,21687,TCP,667,ACK,540,receiving data,1
1563,2024-12-02 19:44:52,smart fridge,150.101.136.75,172.20.128.110,29192,8106,TCP,309,SYN,284,receiving data,0
1564,2024-11-16 03:41:49,smart TV,172.20.98.173,78.138.1.119,8699,37218,UDP,263,,189,receiving data,0
1565,2024-11-17 01:44:43,smart TV,239.175.15.14,172.18.201.133,30255,51915,UDP,683,,536,sending data,0
1566,2024-11-28 00:19:53,smart fridge,192.168.236.52,172.19.71.168,51638,80,HTTP,96,,46,idle,0
1567,2024-11-21 04:09:54,smart thermostat,172.19.239.102,10.116.58,50300,51638,UDP,940,,293,idle,0
1568,2024-11-12 00:57:27,smart plug,23.174.108.10,108.71.47.8,57874,80,HTTP,988,,708,idle,1
1569,2024-11-28 03:13:02,smart camera,54.70.148.72,198.210.245.54,48241,54190,TCP,1426,ACK,1326,receiving data,0
1570,2024-11-15 22:14:58,smart thermostat,121.15.167.137,121.14.27.12,14293,32939,TCP,1327,"SYN,ACK",1054,receiving data,1
1571,2024-12-01 09:01:32,smart fridge,172.19.205.196,172.16.2.214,54795,8080,HTTP,564,,282,sending data,0
1572,2024-12-03 07:48:55,smart doorbell,241.34.255.181,192.168.231.226,25482,443,HTTP,368,,57,sending data,1
1573,2024-11-20 20:16:14,smart doorbell,121.127.46.65,172.16.73.147,11250,29844,UDP,1074,,960,idle,1
1574,2024-11-22 05:00:39,smart doorbell,231.156.87.152,172.31.216.102,8502,50564,UDP,350,,236,idle,1
1575,2024-11-10 02:54:44,smart alarm system,105.39.134.56,21.60.87.52,61993,8080,HTTP,822,,366,sending data,1
1576,2024-12-02 15:47:58,smart speaker,125.237.98.150,95.49.230.98,38666,40553,TCP,931,"SYN,ACK",222,sending data,1
1577,2024-11-06 16:54:17,smart doorbell,226.121.85.86,192.168.126.164,33873,1441,UDP,796,,757,sending data,0
1578,2024-11-07 20:52:10,smart plug,192.168.193.16,192.168.183.57,58986,51227,TCP,372,ACK,102,idle,0
1579,2024-11-22 20:18:13,smart alarm system,96.75.168.249,148.147.220.83,41430,58689,UDP,1205,,733,receiving data,0
1580,2024-11-15 14:35:08,smart camera,192.168.122.207,59.166.35.1,40999,20282,UDP,208,,106,receiving data,1
1581,2024-12-03 21:21:36,smart thermostat,141.77.18.45,83.231.149.143,27310,35814,UDP,79,,55,sending data,1
1582,2024-11-16 18:13:04,smart plug,79.216.188.48,97.80.60.3,54880,30611,TCP,217,ACK,178,receiving data,0
1583,2024-11-29 06:00:50,smart TV,10.155.236,231.56.224.63,50939,38684,UDP,1452,,1143,sending data,1
1584,2024-12-04 04:31:41,smart doorbell,172.17.65.2,164.50.181.230,35621,8691,TCP,1010,RST,98,idle,1
1585,2024-11-10 11:27:08,smart TV,172.17.103.10,59.127.62.40,2050,53545,TCP,227,ACK,102,idle,0
1586,2024-11-09 10:54:59,smart fridge,163.85.152.166,172.20.79.37,15982,18013,UDP,723,,430,receiving data,1
1587,2024-11-28 05:20:48,smart doorbell,235.148.61.175,172.19.161.11,63040,19241,TCP,164,FIN,153,idle,0
1588,2024-11-26 05:46:26,smart alarm system,10.205.204,172.18.188.196,54047,8888,TCP,1205,ACK,110,idle,0
1589,2024-11-13 14:58:47,smart TV,172.31.137.160,172.16.234.70,11459,18406,UDP,776,,588,idle,1
1590,2024-11-08 18:59:07,smart doorbell,10.51.30,172.20.10.59,54386,61574,TCP,1043,SYN,301,receiving data,0
1591,2024-11-12 01:03:29,smart camera,172.31.7.35,192.168.202.227,2561,23412,TCP,670,RST,205,sending data,1
1592,2024-12-02 17:39:47,smart led light,234.75.110.159,172.16.93.76,56334,60064,TCP,1392,RST,887,sending data,0
1593,2024-11-28 09:23:03,smart speaker,63.72.202.87,219.53.44.139,43264,61718,UDP,181,,98,receiving data,1
1594,2024-11-17 16:10:42,smart thermostat,172.31.155.210,18.5.213.13,62479,23060,UDP,1077,,78,receiving data,1
1595,2024-11-10 15:26:52,smart alarm system,179.155.143.238,5.197.11.67,55331,62469,TCP,938,SYN,801,idle,1
1596,2024-11-05 06:12:25,smart TV,172.18.178.23,172.16.17.239,18306,22588,TCP,1041,ACK,148,receiving data,0
1597,2024-11-20 01:58:15,smart fridge,172.20.237.89,192.168.137.236,22688,46644,TCP,853,"SYN,ACK",464,idle,0
1598,2024-11-27 13:49:28,smart speaker,172.31.61.184,49.188.216.36,52968,443,HTTP,152,,141,receiving data,1
1599,2024-11-06 02:03:43,smart fridge,172.17.3.68,172.31.62.136,53652,8080,HTTP,486,,179,sending data,1
1600,2024-11-07 05:23:08,smart camera,143.241.86.137,152.210.210.5,15589,80,HTTP,1479,,1120,receiving data,1
1601,2024-11-28 13:37:53,smart TV,206.115.213.72,79.179.131.251,45801,44839,TCP,970,"SYN,ACK",217,idle,1
1602,2024-11-23 04:23:10,smart thermostat,158.170.53.49,172.16.47.231,32722,14153,TCP,1368,FIN,326,receiving data,1
1603,2024-12-02 17:40:49,smart speaker,172.31.208.103,229.108.106.91,44809,25482,UDP,913,,98,idle,0
1604,2024-11-22 22:01:00,smart fridge,172.20.100.38,172.17.66.227,47870,443,HTTP,1046,,809,sending data,0
1605,2024-12-02 19:38:28,smart fridge,234.45.145.110,230.215.198.160,46499,30294,UDP,643,,537,receiving data,0
1606,2024-11-14 05:35:14,smart plug,172.17.212.145,192.168.71.61,54593,65449,UDP,430,,430,idle,1
1607,2024-12-03 17:33:37,smart camera,140.24.53.27,172.20.47.49,23322,8762,UDP,194,,139,receiving data,1
1608,2024-11-16 02:38:45,smart speaker,84.16.135.101,172.18.166.34,57208,443,HTTP,1391,,55,sending data,0
1609,2024-11-23 17:05:17,smart TV,192.168.215.61,192.168.114.195,49658,13162,UDP,304,,214,sending data,0
1610,2024-11-12 21:55:23,smart led light,205.160.124.164,172.18.111.230,48353,48658,UDP,1164,,687,idle,0
1611,2024-11-14 15:43:08,smart camera,172.19.148.220,172.20.217.119,44966,30679,UDP,1141,,1132,idle,1
1612,2024-11-11 09:26:41,smart plug,112.72.228.182,176.158.66.239,6838,443,HTTP,831,,248,receiving data,0
1613,2024-11-06 10:13:37,smart TV,157.26.148.116,147.175.76.99,60018,11364,UDP,70,,29,idle,1
1614,2024-11-15 07:50:53,smart TV,172.20.106.196,10.94.85,2397,8080,HTTP,854,,196,sending data,0
1615,2024-11-18 22:09:21,smart fridge,182.231.197.206,172.17.71.126,24955,443,HTTP,1294,,464,sending data,1
1616,2024-11-26 03:05:28,smart plug,158.4.87.45,50.60.232.119,24496,3457,TCP,306,FIN,5,sending data,1
1617,2024-11-22 05:46:36,smart fridge,172.19.238.93,10.197.25,7938,13823,UDP,259,,191,idle,0
1618,2024-11-28 09:35:14,smart thermostat,172.20.216.100,254.69.232.155,35803,19285,UDP,431,,269,idle,0
1619,2024-11-19 07:15:49,smart fridge,200.252.59.53,128.212.64.83,5004,8824,TCP,1454,FIN,781,receiving data,0
1620,2024-11-16 12:52:12,smart TV,131.12.134.154,172.18.64.226,9306,18608,TCP,1471,SYN,885,receiving data,1
1621,2024-11-23 11:38:19,smart doorbell,172.18.27.96,172.19.25.68,26629,8080,HTTP,1138,,186,receiving data,1
1622,2024-11-21 16:50:53,smart thermostat,67.99.65.143,172.18.172.85,23937,7679,UDP,498,,313,idle,1
1623,2024-11-08 03:03:35,smart camera,114.187.121.56,10.60.227,56904,20774,UDP,1430,,1284,sending data,0
1624,2024-11-10 19:09:32,smart thermostat,1.165.176.60,210.84.134.172,17658,58166,TCP,880,FIN,840,sending data,0
1625,2024-11-04 19:20:22,smart doorbell,118.48.121.107,10.141.34,53534,47870,UDP,1377,,832,receiving data,1
1626,2024-11-24 14:41:45,smart led light,144.100.198.195,138.251.70.196,7922,28603,TCP,356,FIN,254,idle,0
1627,2024-12-02 16:25:49,smart camera,172.17.210.112,51.220.35.64,62284,45691,UDP,726,,164,sending data,1
1628,2024-11-27 04:24:27,smart thermostat,172.19.20.229,192.168.129.165,52297,12896,TCP,560,"SYN,ACK",517,receiving data,1
1629,2024-11-16 21:54:48,smart led light,5.147.14.35,172.17.238.177,60856,52876,TCP,1292,RST,734,sending data,0
1630,2024-11-06 01:40:07,smart plug,172.31.140.92,172.18.24.176,41377,443,HTTP,157,,51,receiving data,1
1631,2024-11-09 14:55:46,smart alarm system,66.169.41.143,156.187.172.117,9973,80,HTTP,514,,318,sending data,0
1632,2024-11-07 14:17:25,smart camera,172.19.224.63,172.20.105.217,7269,60699,UDP,313,,241,idle,0
1633,2024-12-03 07:02:16,smart thermostat,166.200.114.191,172.19.107.228,11297,8080,HTTP,874,,460,idle,1
1634,2024-11-06 12:22:10,smart doorbell,176.244.246.164,149.99.144.161,53352,8080,HTTP,114,,5,idle,1
1635,2024-11-20 23:10:27,smart fridge,172.18.161.49,237.72.188.228,56645,63800,UDP,1485,,42,sending data,0
1636,2024-11-29 14:35:56,smart led light,172.31.57.28,164.197.132.61,5433,3386,UDP,687,,311,idle,0
1637,2024-11-16 18:13:54,smart doorbell,172.16.29.178,43.127.148.2,52742,37391,TCP,284,FIN,207,receiving data,0
1638,2024-11-09 15:57:57,smart alarm system,12.1.102.122,172.20.154.99,51204,8080,HTTP,1392,,31,receiving data,0
1639,2024-11-21 00:33:33,smart thermostat,172.31.147.210,172.16.8.65,57984,37928,TCP,1486,SYN,493,idle,1
1640,2024-11-08 17:14:15,smart speaker,172.31.13.7,172.31.138.129,37022,80,HTTP,239,,96,sending data,0
1641,2024-11-23 10:05:21,smart camera,172.20.142.217,172.18.194.205,17667,80,HTTP,923,,116,receiving data,1
1642,2024-11-10 16:04:23,smart fridge,96.50.59.227,175.233.235.237,59598,443,HTTP,630,,499,receiving data,1
1643,2024-11-06 22:31:18,smart camera,10.239.132,243.8.191.191,26558,80,HTTP,1358,,940,idle,1
1644,2024-11-17 22:18:37,smart thermostat,111.212.173.231,172.31.148.69,57324,41860,UDP,238,,86,idle,0
1645,2024-11-12 07:01:46,smart plug,42.221.164.193,10.132.229,32715,61802,TCP,775,"SYN,ACK",612,receiving data,0
1646,2024-12-02 13:46:56,smart camera,73.252.86.121,184.198.186.81,57791,8080,HTTP,402,,321,idle,0
1647,2024-11-10 08:13:36,smart plug,172.16.171.220,18.107.95.164,19951,44518,UDP,742,,238,idle,0
1648,2024-11-05 10:08:59,smart doorbell,249.117.218.75,172.19.125.112,30457,44662,TCP,483,SYN,6,idle,0
1649,2024-11-25 17:55:40,smart TV,172.31.30.210,172.19.230.153,24614,27565,UDP,329,,266,idle,1
1650,2024-11-06 16:29:46,smart thermostat,192.168.19.129,20.62.112.95,32667,12303,UDP,440,,177,receiving data,0
1651,2024-11-22 01:49:08,smart TV,172.18.218.62,83.102.171.29,65251,43861,TCP,975,SYN,582,idle,1
1652,2024-12-01 00:31:32,smart plug,91.125.136.121,251.133.128.130,35141,80,HTTP,525,,113,sending data,0
1653,2024-11-12 14:47:53,smart camera,172.19.208.92,202.193.28.225,60063,41599,UDP,1287,,330,idle,1
1654,2024-11-22 17:57:10,smart alarm system,173.89.199.173,172.17.104.194,33272,80,HTTP,1178,,1143,sending data,1
1655,2024-11-30 09:05:59,smart speaker,52.123.15.147,138.135.245.40,46316,3950,TCP,1460,RST,861,sending data,0
1656,2024-11-07 15:44:17,smart TV,172.31.179.160,192.168.49.238,53303,80,HTTP,882,,243,receiving data,0
1657,2024-11-10 12:30:25,smart doorbell,37.30.68.96,133.198.202.215,54474,443,HTTP,1198,,331,receiving data,1
1658,2024-11-16 14:51:19,smart plug,253.120.203.81,172.17.124.98,42873,22929,UDP,1494,,1375,idle,0
1659,2024-11-21 12:08:26,smart led light,226.248.78.82,172.18.185.221,60965,57376,UDP,64,,39,idle,1
1660,2024-11-20 14:58:09,smart plug,172.31.138.106,215.18.142.11,63464,11202,UDP,944,,790,receiving data,0
1661,2024-12-03 06:17:06,smart led light,221.20.71.158,54.104.110.216,37695,64130,UDP,473,,178,receiving data,1
1662,2024-11-10 04:22:23,smart alarm system,172.19.96.89,195.190.98.177,34570,18704,TCP,414,SYN,360,idle,0
1663,2024-11-22 03:42:49,smart speaker,200.0.229.178,35.50.1.192,30631,58865,TCP,1227,SYN,145,idle,0
1664,2024-11-06 03:15:36,smart plug,144.5.241.209,172.31.76.106,63542,80,HTTP,647,,264,receiving data,1
1665,2024-11-15 18:40:14,smart thermostat,184.47.208.60,217.65.253.14,7819,8080,HTTP,902,,488,sending data,0
1666,2024-12-05 06:15:19,smart TV,164.127.105.187,172.16.233.56,21572,80,HTTP,1110,,781,receiving data,1
1667,2024-11-14 09:56:38,smart TV,205.225.113.111,37.45.119.252,30656,443,HTTP,204,,95,idle,1
1668,2024-11-09 22:05:31,smart plug,172.20.149.181,172.16.130.220,55490,8867,UDP,1031,,815,sending data,1
1669,2024-11-06 09:12:40,smart plug,172.31.147.165,63.218.159.206,2397,4530,UDP,154,,105,receiving data,1
1670,2024-11-06 22:35:51,smart TV,143.100.170.68,159.206.39.25,11851,43410,UDP,797,,454,sending data,0
1671,2024-12-03 09:22:14,smart alarm system,172.16.22.90,172.17.211.145,45841,26258,UDP,658,,615,receiving data,1
1672,2024-11-10 15:58:26,smart thermostat,172.19.124.84,172.17.194.87,16885,43606,UDP,869,,33,receiving data,1
1673,2024-11-26 17:04:02,smart thermostat,134.179.25.249,10.182.41,12176,49517,TCP,1144,"SYN,ACK",825,receiving data,0
1674,2024-11-25 15:52:25,smart thermostat,172.20.2.83,127.254.20.124,38901,8080,HTTP,174,,169,idle,0
1675,2024-11-18 18:35:09,smart camera,172.31.107.232,167.12.99.147,34548,50134,TCP,260,RST,141,sending data,0
1676,2024-11-21 01:45:02,smart speaker,172.31.65.8,172.17.209.19,28591,33744,UDP,637,,194,idle,0
1677,2024-11-23 12:43:08,smart alarm system,126.83.27.208,146.118.80.170,3003,34437,UDP,1470,,1183,idle,1
1678,2024-11-29 21:49:02,smart doorbell,172.17.193.161,172.18.37.199,24061,443,HTTP,942,,78,sending data,0
1679,2024-12-04 01:57:29,smart camera,48.85.68.242,172.31.248.166,44445,7946,TCP,555,ACK,36,idle,1
1680,2024-11-30 13:18:12,smart camera,128.189.209.214,184.54.45.229,37191,14690,UDP,1445,,110,receiving data,0
1681,2024-11-19 09:21:54,smart fridge,172.19.209.107,112.202.33.166,59978,443,HTTP,1069,,983,idle,0
1682,2024-11-09 17:02:58,smart plug,172.18.166.117,89.151.239.70,23211,8080,HTTP,232,,20,idle,1
1683,2024-12-03 17:34:01,smart doorbell,89.238.136.200,101.4.196.74,61492,80,HTTP,594,,127,sending data,0
1684,2024-11-15 09:45:49,smart plug,136.130.200.110,74.105.24.217,48628,19430,UDP,358,,31,receiving data,0
1685,2024-11-25 14:06:43,smart camera,172.19.92.212,172.20.220.183,60759,44986,UDP,154,,49,receiving data,0
1686,2024-11-17 00:09:47,smart camera,29.6.157.112,172.17.127.169,33658,80,HTTP,901,,322,receiving data,1
1687,2024-11-22 20:38:41,smart speaker,34.44.46.49,172.16.182.126,58523,49991,UDP,1392,,197,receiving data,0
1688,2024-11-23 06:26:17,smart thermostat,235.3.192.252,172.17.30.114,24059,8080,HTTP,1287,,1051,idle,0
1689,2024-11-24 22:26:08,smart camera,174.33.10.55,65.197.42.97,26692,12068,UDP,1146,,842,sending data,0
